x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database
8.648715,1.93369,3347,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,12,flsh
10.431461,8.216425,3348,1,I,I-B,7,flsh
5.1572185,3.587162,3349,1,I,I-B,8,flsh
10.094843,-0.4520021,3350,1,III,III-D,11,flsh
10.289619,-0.51725173,3351,1,III,III-D,11,flsh
10.602345,1.0980114,3352,1,III,III-B,13,flsh
12.257292,0.6942956,3353,1,III,III-B,10,flsh
3.8585632,5.629657,3354,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,2,flsh
8.0900545,16.350643,3355,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,1,flsh
6.6644187,6.3163757,3356,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,3,flsh
14.667613,2.7966385,3357,1,I,I-C,5,flsh
9.836605,0.25318038,3358,1,III,III-B,4,flsh
8.621387,4.2459435,3359,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,5,flsh
5.612955,2.9147487,3360,1,I,I-E,4,flsh
7.107837,9.1563635,3361,1,I,I-C,3,flsh
11.82872,0.76660514,3362,1,III,III-B,11,flsh
10.05674,-0.96951586,3363,1,III,III-D,7,flsh
6.7172523,3.6388376,3364,1,I,I-D,11,flsh
5.2346206,2.3713114,3365,1,I,I-G,4,flsh
5.5194006,2.4551184,3366,1,I,I-G,4,flsh
4.6854672,5.3282843,3367,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,20,flsh
9.268029,3.5080945,3368,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,15,flsh
8.905215,-0.026066395,3369,1,III,III-B,17,flsh
5.5693126,2.5458016,3370,1,I,I-G,4,flsh
6.504818,3.6904993,3371,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,4,flsh
4.1931496,5.902701,3372,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,Not-Annotated-By-Cctyper,8,flsh
