x,y,id,crispr_class,crispr_type,crispr_subtype,operon_size,database
2.7740858,0.935615,15190,1.0,III,III-A,10.0,benchmark
1.5486404,3.318932,15191,2.0,II,II-D,5.0,flsh
4.745386,-4.566855,15192,2.0,II,II-D,3.0,flsh
4.7509017,-4.5712137,15193,2.0,II,II-D,3.0,flsh
-3.1986387,0.75256246,15194,2.0,II,II-D,1.0,flsh
5.0310864,-5.3638463,15195,2.0,II,II-D,2.0,flsh
13.484173,-4.822553,15196,2.0,II,II-D,1.0,flsh
-3.045788,0.333606,15197,2.0,II,II-D,2.0,flsh
4.7492466,-4.584159,15198,2.0,II,II-D,2.0,flsh
4.747488,-4.569433,15199,2.0,II,II-D,3.0,flsh
-3.0610187,0.35978818,15200,2.0,II,II-D,1.0,flsh
